Name,System,Developer,Publisher,Genre,Rating,Column 1,Column 2
Kangaroo,FBNEO,Sunsoft,Sunsoft,Platform / Run Jump,0.8,,
Karaoke Quiz Intro Don Don!,SEGASTV,,Sunsoft,Quiz / Japanese,0.7,,
Karnaaj Rally,GBA,Paragon 5,Jaleco,"Race, Driving",0.7,,
Karnov,FBNEO,Data East,Data East,Platform / Shooter Scrolling,0.7,,
Karnov's Revenge,NEOGEO,Data East,SNK,Fight / Versus,0.7,,
Karous,DREAMCAST,Milestone,Milestone,"Shoot'em Up, Action",0.6,,
Kasumi Ninja,JAGUAR,Hand Made Software,Atari,Beat'em Up,0.45,,
Katamari Damacy,PS2,Namco,Namco,Puzzle,0.85,,
Kattobi! Takuhai Kun,PCENGINE,Advance Communication Company,Tonkin House,Action,0.5,,
Keep The Balance,GBC,Karma,JoWood Produtions,Puzzle-Game,0.75,,
Keio Flying Squadron,SEGACD,JVC,JVC,Shoot'em up / Horizontal,0.7,,
Ken Griffey Jr. Presents Major League Baseball,GB,,,Sports / Baseball,,,
Ken Griffey Jr. Presents Major League Baseball,SNES,Software Creations,Nintendo,Sports / Baseball,0.85,,
Ken Griffey Jr.'s Slugfest,GBC,Software Creations,Nintendo,Sports / Baseball,0.7,,
Ken Griffey Jr.'s Winning Run,SNES,Rareware,Nintendo,Sports / Baseball,0.65,,
Ken Uston Blackjack-Poker,COLECOVISION,Coleco,Coleco,Casino / Cards,0.8,,
Ketsui: Kizuna Jigoku Tachi,FBNEO,Cave,AMI,"Shoot'em Up / Vertical, Shoot'em Up",0.8,,
Keystone Kapers,COLECOVISION,Activision,Activision,Action,0.7,,
Kick Off,NES,Anco,Imagineer,Sports / Soccer,0.7,,
Kick Off 2,ZXSPECTRUM,Anco,Anco,Sports,0.5,,
Kick-Box Vigilante,ZXSPECTRUM,"Jimmy Parr, David Taylor",Zeppelin Games,Action,,,
Kickball,PCENGINE,Dual,NCS,Sports / Baseball,0.65,,
Kicker,FBNEO,Konami,Konami,Fight,0.8,,
KickMaster,NES,Kindle Imagine Develop,Taito,Beat'em Up,0.6,,
Kid Niki - Radical Ninja,FBNEO,Data East,Irem,Platform / Fighter Scrolling,0.7,,
Killer 7,GAMECUBE,Capcom,Capcom,Adventure,0.9,,
Killer Instinct,FBNEO,Rareware,Midway,Fight / Versus,0.8,,
Killer Instinct,SNES,Rareware,Nintendo,Fight / Versus,0.75,,
Killer Instinct 2,FBNEO,Rareware,Midway,Fight / Versus,0.8,,
Killer Instinct Gold,N64,Rareware,Nintendo,"Sports, Action, Fight",0.6,,
King Of Boxer,FBNEO,Wood Place,Data East,Sports / Boxing,0.7,,
King of Dragons,SNES,Capcom,Capcom,Beat'em Up,0.75,,
"King of Fighters 2000, The",DREAMCAST,Playmore,Playmore,Fight / Versus,0.7,,
"King of Fighters 2001, The",DREAMCAST,Playmore,Playmore,Fight / Versus,0.7,,
"King of Fighters 2002, The",DREAMCAST,Playmore,Playmore,Fight / Versus,0.6,,
King of the Monsters,NEOGEO,SNK,SNK,Fight,0.65,,
King of the Monsters 2 - The Next Thing,NEOGEO,SNK,SNK,Beat'em Up,0.75,,
Kings of the Beach : Professional Beach Volleyball,NES,Electronic Arts,Ultra Games,"Sports, Sports / Volleyball",0.8,,
Kirby : Nightmare in Dream Land,GBA,HAL Laboratory,Nintendo,"Role Playing Games, Platform",0.8,,
Kirby 64 : The Crystal Shards,N64,HAL Laboratory,Nintendo,"Action, Platform",0.8,,
Kirby Air Ride,GAMECUBE,HAL Laboratory,Nintendo,"Racing, Driving",0.7,,
Kirby Super Star,SNES,HAL Laboratory,Nintendo,Platform,0.95,,
Kirby's Adventure,NES,HAL Laboratory,Nintendo,Platform,0.8,,
Kirby's Dream Land 3,SNES,HAL Laboratory,Nintendo,Platform,0.85,,
Kizuna Encounter - Super Tag Battle,FBNEO,SNK,SNK,"Fight / Versus, Fight",0.6,,
Kizuna Encounter - Super Tag Battle,NEOGEO,SNK,SNK,Fight / Versus,0.7,,
Klax,FBNEO,Atari,Atari,Puzzle-Game / Fall,0.9,,
Klax,MASTERSYSTEM,Tengen,Tengen,"Puzzle-Game, Strategy",,,
Klonoa 2 : Lunatea's Veil,PS2,Namco,Namco,Platform,0.8,,
Klustar,GBC,Rebellion,Infogrames,Puzzle-Game,0.55,,
Knight Quest,GB,Lenar,Taito,Role playing games,0.8,,
Knight Tyme,ZXSPECTRUM,Mastertronic,Mastertronic Added Dimension,Adventure,,,
Knights of the Round,FBNEO,Capcom,Capcom,Beat'em Up,0.75,,
Knights of Valour,FBNEO,IGS,IGS,Fight / 2.5D,0.7,,
Knights of Valour 2,FBNEO,IGS,IGS,Fight / 2.5D,0.7,,
Knockout,ZXSPECTRUM,G. Shallcross,Mikro-gen,Action,,,
Knockout Kings 2000,N64,Black Ops Entertainment,EA Sports,Sports,0.8,,
Knuckle Bash,FBNEO,Toaplan,Toaplan,Fight /  Co-op,0.5,,
Knuckles' Chaotix,SEGA32X,Sonic Team,SEGA,Platform,0.75,,
Konami Collector's Series : Arcade Advanced,GBA,Konami,Konami,Compilation,0.7,,
Konami Gb Collection Vol. 1,GBC,TOSE,Konami,Compilation,0.75,,
Kong,ZXSPECTRUM,Ocean,Ocean,Action,,,
Kong 2 - Kong Strikes Back,ZXSPECTRUM,,Ocean,Action,,,
Kore Ga Pro Yakyuu '90,PCENGINE,TOSE,Intec,Sports / Baseball,0.8,,
Koutetsu Yousai Strahl,FBNEO,UPL,UPL,Shoot'em up / Horizontal,0.5,,
Krakout,ZXSPECTRUM,Gremlin Interactive,Gremlin Graphics Software,Action,,,
Krull,FBNEO,Gottlieb,Gottlieb,Shooter,0.7,,
Kyuukai Douchuuki,MEGADRIVE,Namco,Namco,"Action, Sports / Baseball, Sports",0.6,,
Kyuukyoku Mahjong - Idol Graphics,PCENGINE,Games Express,Hacker International,Asiatic board game,,,
L.A. Machineguns,MODEL3,SEGA,SEGA,Shooter,0.7,,
L'Empereur,NES,Koei,Koei,Strategy,0.8,,
Lady Bug,COLECOVISION,Universal,Coleco,Action / Labyrinth,0.8,,
Lady Bug,FBNEO,,Universal,Action / Labyrinth,0.7,,
Land Maker,FBNEO,Taito,Taito,Puzzle-Game / Throw,0.9,,
Land of Illusion Starring Mickey Mouse,MASTERSYSTEM,SEGA,SEGA,Platform,0.6,,
Landstalker,MEGADRIVE,Climax Studios,SEGA,Role Playing Games,0.8,,
Lara Croft Tomb Raider : Anniversary,PS2,Crystal Dynamics,Eidos Interactive,Action / Adventure,0.85,,
Lara Croft Tomb Raider : Legend,PS2,Crystal Dynamics,Eidos Interactive,Platform,0.85,,
Lara Croft Tomb Raider : The Angel of Darkness,PS2,Core Design,Eidos Interactive,Adventure,0.75,,
Laser Squad,ZXSPECTRUM,Target Games Limited,Blade Software Ltd.,Strategy,0.9,,
Last Ninja 2,ZXSPECTRUM,System 3 Software,System 3 Software,Action,0.4,,
Last Resort,FBNEO,SNK,SNK,"Shoot'em Up / Horizontal, Shoot'em Up",0.8,,
Last Resort,NEOGEO,SNK,SNK,Shoot'em up / Horizontal,0.8,,
Laura,GBC,Planet Interactive,Ubisoft,Casual Game,0.6,,
Lazlos' Leap,GB,HectorSoft,DTMC,Puzzle-Game,0.7,,
Le Mans 24,MODEL3,SEGA,SEGA,"Race, Driving",0.7,,
League Bowling,FBNEO,SNK,SNK,"Sports / Bowling, Sports",0.6,,
League Bowling,NEOGEO,SNK,SNK,Sports / Bowling,0.65,,
Learning With Leeper,COLECOVISION,Sierra,Sierra On-Line,Educational,,,
Led Storm,FBNEO,Capcom,Capcom,"Race, Driving, Race, Driving / Race",,,
Legacy of Kain : Soul Reaver,DREAMCAST,Crystal Dynamics,Eidos Interactive,"Adventure, Action / Adventure, Action",0.8,,
Legend of Hero Tonma,PCENGINE,Irem,Irem,"Action, Platform",0.6,,
Legend Of Heroes,FBNEO,Limenko,Limenko,Fight / 2.5D,0.7,,
Legend of Success Joe,NEOGEO,Wave,SNK,Fight / 2D,0.3,,
Legend of the Amazon Women,ZXSPECTRUM,Simon Ffinch,U.S. Gold,Action,,,
Legend of the River King GB,GBC,Victor Interactive,Natsume,Hunting and Fishing / Fishing,0.65,,
Legendary Wings,FBNEO,Capcom,Capcom,"Shoot'em Up / Vertical, Shoot'em Up",0.6,,
LEGO Island 2: The Brickster's Revenge,GBC,Crawfish Interactive Ltd.,Lego Media,"Race, Driving, Adventure",0.2,,
LEGO Racers (USA),PSX,GT Interactive,GT Interactive,"Race, Driving",0.6,,
Lego Star Wars II: The Original Trilogy,GAMECUBE,Traveller's Tales,LucasArts,Platform,0.8,,
LEGO Star Wars: The Video Game,GAMECUBE,Traveller's Tales,Eidos Interactive,Adventure,0.85,,
LEGO Stunt Rally,GBC,Graphic State Limited,Lego Media,"Race, Driving",0.7,,
Lemmings,GB,Ocean,Ocean,Puzzle-Game,0.6,,
Lemmings,MASTERSYSTEM,Probe Software,SEGA,Strategy,0.4,,
Lemmings,SNES,Sunsoft,Psygnosis,Strategy,0.75,,
Lethal Thunder,FBNEO,Irem,Irem,Shoot'em up / Vertical,0.5,,
Light Force,ZXSPECTRUM,Carter Follis Software Associates,FTL - Faster Than Light,Action,0.6,,
Lightening Force : Quest for the Darkstar,MEGADRIVE,Technosoft,SEGA,"Shoot'em Up, Action, Shoot'em Up / Horizontal",0.8,,
Lil' Monster,GBC,Kindle Imagine Develop,Agathe,Role playing games,0.4,,
Lilo & Stitch,GBA,Digital Eclipse,Ubisoft,Platform,0.6,,
Linking Logic,COLECOVISION,Fisher-Price,Fisher-Price,Puzzle-Game,,,
Liquid Kids,FBNEO,Taito,Taito,Platform / Fighter Scrolling,0.9,,
Little Nemo : The Dream Master,NES,Capcom,Capcom,Platform,0.8,,
Little Ninja Brothers,NES,Culture Brain,Culture Brain,Role Playing Games,0.6,,
Little Samson,NES,Sur De Wave,Taito,Platform,,,
LittleBigPlanet,PSP,SCE Studio Cambridge,Sony Computer Entertainment,Various,0.85,,
Loco-motion,FBNEO,Konami,Konami,Puzzle-Game / Glide,0.7,,
Lode Runner,FBNEO,Irem,Irem,Platform / Run Jump,0.9,,
Lode Runner,ZXSPECTRUM,Broderbund Software,Software Projects Ltd.,Platform,0.8,,
Logic Levels,COLECOVISION,Fisher-Price,Fisher-Price,Educational,,,
Lone Wolf - The Mirror of Death,ZXSPECTRUM,Mr. Micro Ltd.,Audiogenic Software Ltd.,Action,,,
Looping,COLECOVISION,Venture Line,Coleco,Shooter / Plane,0.65,,
Lop Ears,ZXSPECTRUM,,Players Software,,,,
Lords of Thunder,SEGACD,Red Company,Hudson,Shoot'em up / Horizontal,0.85,,
Los Angeles SWAT,ZXSPECTRUM,Sculptured Software,Mastertronic,Action,0.45,,
Lufia II : Rise of the Sinistrals,SNES,Neverland,Taito,Role playing games,0.8,,
Luigi's Mansion,GAMECUBE,Nintendo EAD,Nintendo,Adventure,0.75,,
Lumines II,PSP,Q Entertainment,Buena Vista Interactive,Puzzle,0.9,,
Lunar : The Silver Star,SEGACD,Working Designs,Working Designs,Role playing games,0.75,,
M.A.S.H.,COLECOVISION,20th Century Fox,20th Century Fox,,,,
M.C. Kids,NES,Virgin Interactive,Ocean,Platform,0.7,,
M&M's : Blast!,GBA,Pipe Dream Interactive,Majesco,Board game,0.7,,
Mach Breakers,FBNEO,Namco,,Sports,0.9,,
Macross Plus,FBNEO,Banpresto,Banpresto,Shoot'em up / Vertical,0.9,,
Madden NFL 2001,N64,EA Sports,Electronic Arts,"Sports, Sports / Football",0.6,,
Mag Max - Robo Centurion,ZXSPECTRUM,Nichibutsu,Imagine Software,Action,,,
Magic Carpet,ZXSPECTRUM,Andrew Gosling,Mastertronic,Action,,,
Magic Darts,NES,Romstar,Romstar,"Sports, Sports / Darts",0.4,,
Magic Johnson's Fast Break,NES,Arcadia Systems,Tradewest,"Sports, Sports / Basketball",0.4,,
Magic Sword: Heroic Fantasy,FBNEO,Capcom,Capcom,Platform / Fighter Scrolling,0.9,,
Magical Cat Adventure,FBNEO,Wintechno,Wintechno,Platform / Shooter Scrolling,0.7,,
Magical Drop II,NEOGEO,Data East,SNK,Puzzle-Game / Throw,0.55,,
Magical Drop III,FBNEO,Data East,Data East,"Puzzle-Game / Throw, Puzzle-Game",0.6,,
Magical Drop III,NEOGEO,Data East,Data East,Puzzle-Game / Throw,0.65,,
Magical Error Wo Sagase,FBNEO,Technosoft,Technosoft,Various,0.7,,
Magical Truck Adventure,MODEL3,SEGA,SEGA,Platform / Run Jump Scrolling,0.7,,
Magical Zunou Power,SEGASTV,SEGA,SEGA,Quiz / Japanese,,,
Magician Lord,FBNEO,ADK,SNK,"Platform / Shooter Scrolling, Platform",0.6,,
Magician Lord,NEOGEO,ADK,SNK,Platform / Shooter Scrolling,0.6,,
Magnetron,ZXSPECTRUM,Graftgold,Firebird,Action,0.8,,
Mahjong Gakuen Mild - Touma Soushirou Toujou,PCENGINE,Sankindo,FACE,Asiatic board game / Mahjong,,,
Major League Baseball Featuring Ken Griffey Jr.,N64,Angel,Nintendo,"Sports, Sports / Baseball",0.8,,
Manhunt,PS2,Rockstar North,Rockstar Games,Adventure,0.8,,
Manic Miner,ZXSPECTRUM,Matthew Smith,Software Projects,Action,0.8,,
Mappy,FBNEO,Namco,Namco,Platform / Run Jump,0.9,,
Mappy-Land,NES,TOSE,Taxan USA Corp.,Platform,0.4,,
Marauder,ZXSPECTRUM,Arcanum Software Developments,Hewson,"Race, Driving",,,
Marble Madness,MASTERSYSTEM,Tengen,Virgin Interactive,Action / Labyrinth,0.8,,
Mario & Luigi : Superstar Saga,GBA,Alpha Dream,Nintendo,Role Playing Games,0.8,,
Mario Clash,VIRTUALBOY,Nintendo,Nintendo,Platform,0.6,,
Mario Golf,N64,Camelot Software,Nintendo,"Sports, Sports / Golf",0.6,,
Mario Golf : Toadstool Tour,GAMECUBE,Camelot Software,Nintendo,Sports / Golf,0.85,,
Mario Kart : Double Dash!!,GAMECUBE,Nintendo EAD,Nintendo,"Racing, Driving",0.9,,
Mario Kart : Super Circuit,GBA,Intelligent Systems,Nintendo,"Race, Driving",0.8,,
Mario Kart 64,N64,Nintendo,Nintendo,"Race, Driving, Sports",0.8,,
Mario Kart Wii Deluxe,WII,FJRoyet,Deluxe Team,"Racing, Driving",,,
Mario Party,N64,Hudson,Nintendo,"Action, Strategy, Board Game",0.6,,
Mario Party 2,N64,Hudson,Nintendo,"Action, Board Game",0.8,,
Mario Party 3,N64,Hudson,Nintendo,"Casual Game, Action, Board Game",0.6,,
Mario Party 4,GAMECUBE,Nintendo,Nintendo,Strategy,0.7,,
Mario Party 5,GAMECUBE,Hudson,Nintendo,Strategy,0.7,,
Mario Party 6,GAMECUBE,Hudson,Nintendo,Strategy,0.7,,
Mario Party 7,GAMECUBE,Hudson,Nintendo,Strategy,0.75,,
Mario Power Tennis,GAMECUBE,Camelot Software,Nintendo,Sports / Tennis,0.8,,
Mario Superstar Baseball,GAMECUBE,Namco,Nintendo,Sports / Baseball,0.7,,
Mario Tennis,N64,Camelot Software,Nintendo,"Sports, Sports / Tennis",0.6,,
Mario vs. Donkey Kong,GBA,Nintendo,Nintendo,"Action, Puzzle-Game",0.6,,
Mario's Tennis,VIRTUALBOY,Nintendo,Nintendo,Sports / Tennis,0.6,,
Mars Matrix: Hyper Solid Shooting,FBNEO,Takumi,Capcom,Shoot'em up / Vertical,0.7,,
Martial Champion,FBNEO,Konami,Konami,Fight / Versus,0.7,,
Martial Masters,FBNEO,IGS,IGS,Fight / Versus,0.9,,
Maru-Chan de Goo!,SEGASTV,SEGA,SEGA,Compilation,0.6,,
Marvel Land,FBNEO,Namco,Namco,Platform / Fighter Scrolling,0.7,,
Marvel Super Heroes,FBNEO,Capcom,Capcom,"Fight / Versus, Fight",0.8,,
Marvel Super Heroes,SATURN,Capcom,Capcom,Action,0.7,,
Marvel Super Heroes vs. Street Fighter,FBNEO,Capcom,Capcom,"Fight / Versus, Fight",0.8,,
Marvel vs. Capcom : Clash of Super Heroes,DREAMCAST,Capcom,Virgin,Fight,0.8,,
Marvel vs. Capcom : Clash of Super Heroes,FBNEO,Capcom,Capcom,Fight / Versus,0.85,,
Marvel vs. Capcom 2,DREAMCAST,Capcom,Virgin,Fight,0.8,,
Mask III : Venom Strikes Back,ZXSPECTRUM,Gremlin Interactive,Gremlin Graphics Software,Shoot'em up / Horizontal,,,
Master of Darkness,MASTERSYSTEM,Sims,SEGA,Platform,0.8,,
Masters Of Combat,MASTERSYSTEM,Sims,SEGA,Fight,,,
Match Day,ZXSPECTRUM,"Jon Ritman, Chris Clarke, Guy Stevens",Ocean,Sports / Soccer,,,
Match Day II,ZXSPECTRUM,Ocean,Ocean,Action,,,
Match Point,ZXSPECTRUM,"Psion Software Ltd, Steve Kelly",Sinclair Research,Sports,,,
Matrimelee,FBNEO,Noise Factory,SNK,Fight / Versus,0.85,,
Matrimelee,NEOGEO,Noise Factory,SNK,Fight / Versus,0.85,,
Mausuke no Ojama the World,SEGASTV,Data East,Data East,Puzzle-Game / Fall,0.7,,
Max Headroom,ZXSPECTRUM,Binary Design,Quicksilva,Strategy,,,
Max Payne,PS2,Rockstar Toronto,Rockstar Games,Shooter / TPV,0.8,,
Max Payne 2 : The Fall of Max Payne,PS2,Rockstar Vienna,Rockstar Games,Shooter / TPV,0.75,,
Maya the Bee & Her Friends,GBC,Crawfish Interactive,Acclaim,Strategy,,,
Mayhem,ZXSPECTRUM,"Mark Incley, Jason Kettle",The Power House,Action,,,
Maze Mania,ZXSPECTRUM,,Hewson,Puzzle-Game,,,
Maziacs,ZXSPECTRUM,dk'tronics,dk'tronics,Action,0.85,,
Mazinger Z,FBNEO,Dynamic PL,Banpresto,Shoot'em up / Vertical,0.65,,
"MechWarrior 2 : 31st Century Combat, Arcade Combat Edition",SATURN,Quantum Factory,Activision,"Shooter / Vehicle, 1st person",0.55,,
Medabots AX : Metabee Ver.,GBA,Natsume,Natsume,Fight / 2D,0.7,,
Medal of Honor : Frontline,PS2,Electronic Arts,Electronic Arts,Shooter / FPV,0.85,,
Medal of Honor : Infiltrator,GBA,Netherock,EA Games,Shooter / Run and Gun,0.75,,
Medal of Honor : Underground (USA),PSX,Electronic Arts,Dreamworks,"Shooter, Shooter / Fpv",0.8,,
Medal of Honor (USA),PSX,Dreamworks,Electronic Arts,"Shooter, Shooter / Fpv",0.8,,
MediEvil : Resurrection,PSP,SCEE Studio Cambridge,Sony,Platform,0.85,,
MediEvil (USA),PSX,SCE Studio Cambridge,Sony Computer Entertainment,Adventure,0.8,,
MediEvil II (USA),PSX,Sony,Sony,"Action, Action / Adventure, Adventure",0.8,,
Mega Bomberman,MEGADRIVE,Westone,SEGA,"Action, Action / Labyrinth",0.8,,
Mega Bucks,ZXSPECTRUM,"Ivan Horn, Andrew P. Deakin, M.B.D.",Firebird,Adventure,,,
Mega Man : The Wily Wars,MEGADRIVE,Capcom,Capcom,"Action, Platform",0.8,,
Mega Man & Bass,GBA,Capcom,Capcom,"Shooter, Action, Platform",0.6,,
Mega Man 2,NES,Capcom,Capcom,Platform,0.8,,
Mega Man 2: The Power Fighters,FBNEO,Capcom,Capcom,Fight /  Co-op,0.65,,
Mega Man 3,NES,Capcom,Capcom,Platform,0.8,,
Mega Man 4,NES,Capcom,Capcom,Platform,0.6,,
Mega Man 5,NES,Capcom,Capcom,Platform,0.6,,
Mega Man 64,N64,Capcom,Capcom,"Sports, Role Playing Games",0.4,,
Mega Man 7,SNES,Capcom,Capcom,Action,0.75,,
Mega Man 8,SATURN,Capcom,Capcom,Platform / Shooter Scrolling,0.85,,
Mega Man Battle Network,GBA,Capcom,Ubisoft,"Role Playing Games, Action",0.8,,
Mega Man X,SNES,Capcom,Capcom,Platform / Shooter Scrolling,0.8,,
Mega Man X2,SNES,Capcom,Capcom,Action,0.8,,
Mega Man X3,SNES,Capcom,Capcom,Action,0.8,,
Mega Man X4,SATURN,Capcom,Capcom,Platform / Run Jump,0.55,,
Mega Twins,FBNEO,Capcom,Capcom,Platform / Fighter Scrolling,0.8,,
Memory Manor,COLECOVISION,Frieda Lekkerkerker,Fisher-Price,Educational,,,
Men in Black : The Series,GBA,David A. Palmer Productions,Crave Entertainment,Platform,0.5,,
Mendel Palace,NES,Game Freak,Hudson,Strategy,0.6,,
Mercs,FBNEO,Capcom,Capcom,Shooter / Run and Gun,0.9,,
Mercs,MASTERSYSTEM,Tiertex,SEGA,"Shooter, Shooter / Run And Gun",0.8,,
Metal Arms : Glitch in the System,GAMECUBE,Swingin' Ape,Universal,Platform,0.85,,
Metal Black,FBNEO,Taito,Taito,Shoot'em up / Horizontal,0.7,,
Metal Gear Solid : Portable Ops,PSP,Kojima Productions,Konami,Action / Adventure,0.85,,
Metal Gear Solid (USA),PSX,Konami,Konami,"Shooter, Action",0.8,,
Metal Gear Solid 2 : Substance,PS2,Konami,Konami,Adventure,0.85,,
Metal Head,SEGA32X,SEGA,SEGA,Simulation,0.6,,
Metal Slug - Super Vehicle-001,FBNEO,Nazca,SNK,Shooter / Run and Gun,0.9,,
Metal Slug - Super Vehicle-001,NEOGEO,Nazca,SNK,Shooter / Run and Gun,0.9,,
Metal Slug 2 - Super Vehicle-001/II,FBNEO,SNK,SNK,Shooter / Run and Gun,0.85,,
Metal Slug 2 - Super Vehicle-001/II,NEOGEO,SNK,SNK,Shooter / Run and Gun,0.85,,
Metal Slug 3,FBNEO,SNK,SNK,"Platform / Shooter Scrolling, Platform, Shooter / Run And Gun, Shooter",0.8,,
Metal Slug 3,NEOGEO,SNK,SNK,Shooter / Run and Gun,0.8,,
Metal Slug 4,FBNEO,MEGA Enterprise,SNK,Shooter / Run and Gun,0.8,,
Metal Slug 4,NEOGEO,MEGA Enterprise,SNK,Shooter / Run and Gun,0.8,,
Metal Slug 5,FBNEO,SNK,SNK,Shooter / Run and Gun,0.85,,
Metal Slug 5,NEOGEO,SNK,SNK,Shooter / Run and Gun,0.85,,
Metal Slug X - Super Vehicle-001,FBNEO,SNK,SNK,Shooter / Run and Gun,0.9,,
Metal Slug X - Super Vehicle-001,NEOGEO,SNK,SNK,Shooter / Run and Gun,0.9,,
Metal Storm,NES,Tamtex,Irem,"Action, Platform",0.8,,
Metal Warriors,SNES,LucasArts,Konami,Platform,0.8,,
Metamoqester,FBNEO,Banpresto,Banpresto,Fight /  Co-op,0.85,,
Metamorphic Force,FBNEO,Konami,Konami,Beat'em Up,0.6,,
Meteoric Shower,COLECOVISION,Bit,Bit,Shooter,,,
Metroid,NES,Nintendo,Nintendo,Platform,0.8,,
Metroid : Zero Mission,GBA,Nintendo,Nintendo,"Action / Adventure, Platform, Action",0.8,,
Metroid Fusion,GBA,Nintendo,Nintendo,Platform,0.8,,
Metroid Prime,GAMECUBE,Retro,Nintendo,Shooter / FPV,0.8,,
Metroid Prime 2 : Echoes,GAMECUBE,Retro,Nintendo,Shooter / FPV,0.9,,
Metropolis Street Racer,DREAMCAST,Bizarre Creations,SEGA,"Race, Driving",0.8,,
Miami Vice,ZXSPECTRUM,Canvas,Ocean,Shoot'em Up,,,
Michael Jackson's Moonwalker,FBNEO,SEGA,SEGA,Action / Labyrinth,0.7,,
Michael Jackson's Moonwalker,MASTERSYSTEM,ARC,SEGA,Platform,0.8,,
Mickey's Adventure in Numberland,NES,Beam Software,Hi Tech Expressions,Educational,0.6,,
Mickey's Dangerous Chase,GB,Now,Capcom,Platform,0.7,,
Mickey's Ultimate Challenge,GB,Designer Software,Hi-Tec Software,Puzzle-Game,0.7,,
Mickey's Ultimate Challenge,MASTERSYSTEM,Master Designer Software,Tectoy,Strategy,0.7,,
Micro Machines,MASTERSYSTEM,Codemasters,Codemasters,"Race, Driving",0.6,,
Micro Machines - Turbo Tournament '96,MEGADRIVE,Supersonic Software,Codemasters,"Race, Driving",0.9,,
Micro Machines 2 - Turbo Tournament,GB,Supersonic Software,Supersonic Software,"Race, Driving",0.8,,
Micro Machines 2 - Turbo Tournament,MEGADRIVE,Codemasters,Codemasters,"Race, Driving",0.85,,
Micro Machines V4,PS2,Supersonic Software,Codemasters,"Racing, Driving",0.8,,
Micro Maniacs,GBC,Hyperion,THQ,"Race, Driving",0.75,,
Microman Battle Charge,SEGASTV,SEGA,SEGA,Various,0.3,,
Midnight Club 3 : DUB Edition,PS2,Rockstar Games,Rockstar Games,"Racing, Driving",0.85,,
Midnight Resistance,FBNEO,Data East,Data East,Platform / Shooter Scrolling,0.6,,
Might & Magic : Secret of the Inner Sanctum,NES,New World Computing's,Sammy,Role Playing Games,0.6,,
Mighty Final Fight,NES,Capcom,Capcom,Beat'em Up,0.6,,
Mighty Morphin Power Rangers,GB,Natsume,Bandai Namco,Beat'em Up,0.5,,
Mike Tyson's Punch-Out!!,NES,Nintendo,Nintendo,"Sports / Boxing, Sports",0.8,,
Military Madness,PCENGINE,Hudson,NEC,Strategy,0.6,,
Milk Race,ZXSPECTRUM,Icon Design,Mastertronic,Sports,,,
Millenium Winter Sports,GBC,Konami,Konami,Sports / Multisports,0.8,,
Millipede,FBNEO,Atari,Atari,Shooter / Space Invaders Like,0.9,,
Minder,ZXSPECTRUM,"Don Priestley, Ed Hickman",dk'tronics,Strategy,,,
Minecraft,PORTS,,,,,,
Mined-Out,ZXSPECTRUM,Quicksilva,Microparadise Software,Strategy,0.4,,
Miner 2049er,COLECOVISION,Big Five Software,Micro Fun,Platform,0.75,,
Minority Report : Everybody Runs,GBA,Torus Games,Activision,Beat'em Up,0.5,,
Mischief Makers,N64,Treasure,Nintendo,"Action, Adventure",0.8,,
Missile Command 3D,JAGUAR,Virtuality Entertainment,Atari,Shooter / Missile Command Like,0.7,,
Mizubaku Dai Bouken,PCENGINE,Taito,Taito,Platform,0.6,,
Mobile Suit Gundam: EX Revue,FBNEO,Allumer,Banpresto,Fight / 2D,0.5,,
Momoko 120%,FBNEO,Jaleco,Jaleco,Platform / Run Jump,0.5,,
Momotarou Katsugeki,PCENGINE,Hudson,Hudson,Platform,0.8,,
Money Puzzle Exchanger,FBNEO,SNK,SNK,Puzzle-Game / Throw,0.7,,
Money Puzzle Exchanger,NEOGEO,SNK,SNK,Puzzle-Game / Throw,0.7,,
Monkey Academy,COLECOVISION,Konami,Coleco,Educational,,,
Monopoly,MASTERSYSTEM,Nexa,SEGA,Board Game,0.6,,
Monster Force,GBA,Digital Eclipse,Universal Interactive,Shooter,0.85,,
Monster Pro Wrestling,PCENGINE,Lenar,ASK Kodansha,Fight,0.6,,
Monster Rancher 2 (USA),PSX,Tecmo,Tecmo,Role Playing Games,0.8,,
Montezuma's Revenge,COLECOVISION,Parker Brothers,Parker Brothers,Action,,,
Montezuma's Revenge featuring Panama Joe,MASTERSYSTEM,Parker Brothers,Parker Brothers,"Platform, Action",0.6,,
Moomin's Tale,GBC,Pixel,Sunsoft,Platform,0.65,,
Moon Cresta,FBNEO,Nichibutsu,Nichibutsu,Shoot'em up / Vertical,0.7,,
Moon Patrol,FBNEO,Irem,Irem,"Shooter / Vehicle, Horizontal",0.9,,
Moonsweeper,COLECOVISION,Imagic,Imagic,Shoot'em Up,0.55,,
Mortal Kombat,FBNEO,Midway,Midway,Fight / Versus,0.9,,
Mortal Kombat : Armageddon,PS2,Midway,Midway,Fighting,0.85,,
Mortal Kombat 2,FBNEO,Midway,Midway,Fight / Versus,0.8,,
Mortal Kombat 3,FBNEO,Midway,Midway,Fight / Versus,0.8,,
Mortal Kombat 3,MASTERSYSTEM,Software Creations,Tectoy,Fight / Versus,0.65,,
Mortal Kombat 4,N64,Eurocom,GT Interactive,"Action, Fight",0.6,,
Mortal Kombat II,MASTERSYSTEM,Probe Software,Acclaim,Fight,0.65,,
