Name,System,Developer,Publisher,Genre,Rating,Column 1,Column 2
Street Fighter,FBNEO,Capcom,Capcom,Fight / Versus,0.9,,
Street Fighter Alpha : Warriors' Dreams,FBNEO,Capcom,Capcom,"Fight / Versus, Fight",0.6,,
Street Fighter Alpha : Warriors' Dreams,SATURN,Capcom,Capcom,Fight / 2D,0.8,,
Street Fighter Alpha 2,FBNEO,Capcom,Capcom,"Fight, Fight / Versus",0.6,,
Street Fighter Alpha 2,SATURN,Capcom,Capcom,Action,0.75,,
Street Fighter Alpha 3,DREAMCAST,Capcom,Virgin Interactive,Fight,0.8,,
Street Fighter Alpha 3,FBNEO,Capcom,Capcom,Fight / Versus,0.85,,
Street Fighter Alpha 3 Max,PSP,Capcom,Capcom,Action,0.8,,
Street Fighter II,SNES,Capcom,Capcom,Fight,0.8,,
Street Fighter II : The World Warrior,FBNEO,Capcom,Capcom,Fight / Versus,0.85,,
Street Fighter II Turbo,SNES,Capcom,Capcom,Fight,0.95,,
Street Fighter II' - Champion Edition,PCENGINE,Capcom,NEC,Fight,0.8,,
Street Fighter II' : Champion Edition,FBNEO,Capcom,Capcom,Fight / Versus,0.9,,
Street Fighter II' : Hyper Fighting,FBNEO,Capcom,Capcom,Fight / Versus,0.85,,
Street Fighter III : 3rd Strike,DREAMCAST,Capcom,Virgin Interactive,Fight,0.8,,
Street Fighter III : Double Impact,DREAMCAST,Capcom,Virgin Interactive,Fight,0.6,,
Street Fighter III : New Generation,FBNEO,Capcom,Capcom,"Fight, Fight / Versus",0.8,,
Street Fighter III 2nd Impact : Giant Attack,FBNEO,Capcom,Capcom,Fight / Versus,0.85,,
Street Fighter III 3rd Strike : Fight for the Future,FBNEO,Capcom,Capcom,"Fight, Fight / Versus",0.8,,
Street Fighter: The Movie,FBNEO,,Capcom,Fight / Versus,0.7,,
Street Hawk,ZXSPECTRUM,Ocean,Ocean,"Race, Driving",,,
Street Hoop,NEOGEO,Data East,SNK,Sports / Basketball,0.7,,
Streets of Rage,MASTERSYSTEM,Ancient,SEGA,Beat'em Up,0.6,,
Streets of Rage,MEGADRIVE,SEGA,SEGA,Beat'em Up,0.8,,
Streets Of Rage 2,MASTERSYSTEM,Japan System House,SEGA,Beat'em Up,0.5,,
Streets of Rage 2,MEGADRIVE,SEGA,SEGA,Beat'em Up,0.8,,
Streets of Rage 3,MEGADRIVE,SEGA,SEGA,"Action, Beat'em Up",0.8,,
Stress Busters,SEGASTV,SEGA,SEGA,Various,,,
Strider,FBNEO,Capcom,Capcom,Platform / Fighter Scrolling,0.85,,
Strider,ZXSPECTRUM,Capcom,U.S. Gold,Action,,,
Strider II,MASTERSYSTEM,Tiertex,U.S. Gold,"Platform, Platform / Fighter Scrolling",0.6,,
Strike Force Cobra,ZXSPECTRUM,Five Ways Software,Piranha,Strategy,,,
Strike It!,COLECOVISION,Telegames,Telegames,Action / Breakout games,,,
Strikers 1945 II,FBNEO,Psikyo,Psikyo,Shoot'em up / Vertical,0.9,,
Strikers 1945 III,FBNEO,Psikyo,Psikyo,Shoot'em up / Vertical,0.9,,
Strikers 1945 Plus,NEOGEO,Psikyo,SNK,Shoot'em up / Vertical,0.9,,
Stunt Car Racer,ZXSPECTRUM,"Geoff Crammond, Pete Cooke",Micro Style,"Race, Driving / Race",,,
Stunt Racer 64,N64,Boss Game Studios,Midway,"Race, Driving",0.6,,
Subroc,COLECOVISION,Coleco,Coleco,Shoot'em Up,,,
Suiko Enbu / Outlaws of the Lost Dynasty,SEGASTV,Data East,Data East,Fight,0.5,,
Suikoden II (USA),PSX,Konami,Konami,"Role Playing Games, Adventure",0.8,,
Summer Challenge,MEGADRIVE,Mindspan,Accolade,"Sports, Sports / Multisports",0.6,,
Sunset Riders,FBNEO,Konami,Konami,"Shooter, Shooter / Horizontal, Platform, Platform / Shooter Scrolling",0.8,,
Sunset Riders,MEGADRIVE,Konami,Konami,"Shoot'em Up, Platform, Action, Shooter",0.6,,
Sunset Riders,SNES,Konami,Konami,Shooter,0.75,,
Super Action Baseball,COLECOVISION,Coleco,Coleco,Sports / Baseball,0.7,,
Super Action Football,COLECOVISION,Coleco,Coleco,Sports / Football,,,
Super Action Soccer,COLECOVISION,Coleco,Coleco,Sports / Soccer,,,
Super Bagman,FBNEO,Valadon Automation,Valadon Automation,Platform / Run Jump,0.7,,
Super Bases Loaded 3 : License to Steal,SNES,Jaleco,Jaleco,Sports / Baseball,0.75,,
Super Battletank : War in the Gulf,GB,Imagineer,Absolute Entertainment,Simulation,0.65,,
Super Bomberman,SNES,Hudson,Hudson,Action / Labyrinth,0.8,,
Super Bomberman 2,SNES,Hudson,Hudson,Action / Labyrinth,0.8,,
Super Burnout,JAGUAR,Shen Technologies SARL,Atari,"Race, Driving",0.85,,
Super C,NES,Konami,Konami,"Shooter / Run And Gun, Shooter",0.8,,
Super Cars,ZXSPECTRUM,Magnetic Fields (Software Design) Ltd.,Gremlin Graphics Software,"Race, Driving",,,
Super Castlevania IV,SNES,Konami,Konami,Platform,0.8,,
Super Chase H.Q.,GB,ITL,Taito,"Race, Driving",0.7,,
Super Cobra,COLECOVISION,Konami,Parker Brothers,"Action, Shoot'em Up / Horizontal, Shoot'em Up",0.4,,
Super Cobra,FBNEO,Konami,Konami,Shoot'em up / Horizontal,0.8,,
Super Collapse! II,GBA,GameHouse,Majesco,Puzzle-Game,0.6,,
Super Contra,FBNEO,Konami,Konami,Shoot'em up / Horizontal,0.9,,
Super Cross Force,COLECOVISION,Spectravideo,Spectravideo,Shoot'em up / Vertical,,,
Super Dodge Ball,FBNEO,Technos Japan,Technos Japan,Sports / Dodgeball,0.5,,
Super Dodge Ball,NEOGEO,Tecmo,Tecmo,Sports / Dodgeball,0.65,,
Super Dodge Ball,NES,Million,Sony Imagesoft,"Sports, Sports / Dodgeball",0.8,,
Super Gem Fighter: Mini Mix,FBNEO,Capcom,Capcom,Fight / Versus,0.85,,
Super Ghouls'n Ghosts,GBA,Capcom,Capcom,"Platform, Platform / Fighter Scrolling",0.8,,
Super Ghouls'n Ghosts,SNES,Capcom,Capcom,Platform / Fighter Scrolling,0.8,,
Super Hang-On,ZXSPECTRUM,SEGA,Electric Dreams Software,"Race, Driving / Motorcycle",,,
Super High Impact,FBNEO,Midway,Midway,Sports / Football,0.7,,
Super Major League,SEGASTV,SEGA,SEGA,Sports / Baseball,,,
Super Mario 64,N64,Nintendo,Nintendo,Platform,0.8,,
Super Mario Advance,GBA,Nintendo,Nintendo,Platform,0.6,,
Super Mario All-Stars,SNES,Nintendo,Nintendo,Action,0.8,,
Super Mario All-Stars + Super Mario World,SNES,Nintendo,Nintendo,Platform / Run Jump Scrolling,1,,
Super Mario Bros.,NES,Nintendo,Nintendo,"Platform, Platform / Run Jump",0.8,,
Super Mario Bros. 2,NES,Nintendo,Nintendo,"Platform, Platform / Run Jump",0.8,,
Super Mario Bros. 3,NES,Nintendo,Nintendo,"Platform, Platform / Run Jump",0.8,,
Super Mario Kart,SNES,Nintendo,Nintendo,"Race, Driving / Race 3rd Pers. view",0.8,,
Super Mario Land 2 : 6 Golden Coins,GB,Nintendo,Nintendo,Platform,0.8,,
Super Mario RPG : Legend of the Seven Stars,SNES,Square Enix,Nintendo,Role playing games,0.9,,
Super Mario Strikers,GAMECUBE,Next Level Games,Nintendo,Sports / Football (Soccer),0.8,,
Super Mario Sunshine,GAMECUBE,Nintendo,Nintendo,Adventure,0.8,,
Super Mario World,SNES,Nintendo,Nintendo,Platform / Run Jump,0.85,,
Super Mario World 2 : Yoshi's Island,SNES,Nintendo,Nintendo,Platform,0.95,,
Super Metroid,SNES,Nintendo,Nintendo,Adventure,0.8,,
Super Monaco GP,MEGADRIVE,SEGA,SEGA,"Race, Driving",0.6,,
Super Monaco GP,ZXSPECTRUM,SEGA,U.S. Gold,"Race, Driving",,,
Super Monkey Ball,GAMECUBE,Amusement Vision,Infogrames,Action / Labyrinth,0.75,,
Super Monkey Ball 2,GAMECUBE,Amusement Vision,SEGA,Action / Labyrinth,0.7,,
Super Monkey Ball Jr.,GBA,Realism,SEGA,"Action / Labyrinth, Action",0.8,,
Super Off Road,MASTERSYSTEM,Graftgold,Virgin,"Race, Driving / Race 3rd Pers. view",0.6,,
Super Pang,FBNEO,Capcom,Mitchell,Shooter / 3rd person,0.9,,
Super Probotector - Alien Rebels,SNES,Konami,Konami,Shooter / Run and Gun,0.8,,
Super Punch-Out!!,SNES,Nintendo,Nintendo,Sports / Boxing,0.75,,
Super Puzzle Fighter II Turbo,FBNEO,Capcom,Capcom,Puzzle-Game / Fall,0.75,,
Super Sidekicks,NEOGEO,SNK,SNK,Sports / Soccer,0.7,,
Super Sidekicks 2 - The World Championship,NEOGEO,SNK,SNK,Sports / Soccer,0.7,,
Super Sidekicks 3 - The Next Glory,FBNEO,SNK,SNK,"Sports / Soccer, Sports",0.6,,
Super Sidekicks 3 - The Next Glory,NEOGEO,SNK,SNK,Sports / Soccer,0.7,,
Super Smash Bros.,N64,HAL Laboratory,Nintendo,Fight,0.8,,
Super Smash Bros. Melee,GAMECUBE,HAL Laboratory,Nintendo,Fighting,0.95,,
Super Smash T.v.,MASTERSYSTEM,Probe Software,Flying Edge,Shooter / Run and Gun,0.65,,
Super Smash T.V.,SNES,Williams,Acclaim,Shooter,0.9,,
Super Space Invaders,MASTERSYSTEM,The Kremlin,Domark,Shooter / Space Invaders Like,0.65,,
Super Space Invaders,ZXSPECTRUM,"The Kremlin, Andrew Taylor, Jolyon Vincent Myers, Matt Hicks",Domark,Shoot'em up / Vertical,,,
Super Space Invaders '91,FBNEO,Taito,Taito,Shoot'em up / Vertical,0.7,,
Super Spacefortress Macross,FBNEO,Banpresto,Banpresto,Shoot'em up / Vertical,0.5,,
Super Spacefortress Macross II,FBNEO,NMK,Banpresto,Shoot'em up / Horizontal,0.5,,
Super Star Soldier,PCENGINE,Inter State,Hudson,"Shoot'em Up, Action, Shoot'em Up / Vertical",0.8,,
Super Star Wars,SNES,Sculptured Software,JVC,Action,0.75,,
Super Star Wars : Return of the Jedi,GB,Realtime Associates,THQ,Platform,0.75,,
Super Star Wars : Return of the Jedi,SNES,Sculptured Software,JVC,Action,0.8,,
Super Star Wars : The Empire Strikes Back,SNES,Sculptured Software,JVC,Action,0.75,,
Super Stardust Portable,PSP,Sony,Sony,Action,0.7,,
Super Street Fighter II,MEGADRIVE,Capcom,Capcom,Fight,0.8,,
Super Street Fighter II,SNES,Capcom,Capcom,Action,0.8,,
Super Street Fighter II Turbo,FBNEO,Capcom,Capcom,"Fight, Fight / Versus",0.8,,
Super Team Games,NES,Sonata,Nintendo,Sports,,,
Super Turrican,SNES,Factor 5,Hudson,Platform / Shooter Scrolling,0.75,,
Super Volleyball,MEGADRIVE,Microforum,Video System,Sports / Volleyball,0.6,,
SuperCross 3D,JAGUAR,Tiertex,Atari,"Race, Driving",0.6,,
Supercross Freestyle,GBC,Velez & Dubail,Infogrames,"Race, Driving",0.75,,
Superman,MEGADRIVE,Sunsoft,Sunsoft,Beat'em Up,0.55,,
Superman - The Man Of Steel,MASTERSYSTEM,Graftgold,Virgin,Platform,0.2,,
Surprise Attack,FBNEO,Konami,Konami,Platform / Shooter Scrolling,0.6,,
SVC Chaos - SNK Vs. Capcom,FBNEO,SNK Playmore,SNK Playmore,Fight / Versus,0.9,,
SWIV,ZXSPECTRUM,SCi Games,Storm,Action,0.35,,
Syndicate,JAGUAR,Bullfrog,Ocean,Strategy,0.65,,
Syphon Filter (USA),PSX,Eidetic,989,Shooter,0.6,,
T.L.L. - Tornado Low Level,ZXSPECTRUM,Vortex Software,Vortex Software,Simulation,0.65,,
Tactics Ogre : The Knight of Lodis,GBA,Quest,Atlus,Role playing games,0.8,,
Taisen Tanto-R Sasissu!,SEGASTV,SEGA,SEGA,Compilation,0.7,,
Taito Cup Finals,FBNEO,Taito,Taito,Sports / Soccer,0.7,,
Taito Power Goal,FBNEO,Taito,Taito,Sports / Soccer,0.7,,
Tales Of Symphonia,GAMECUBE,Namco,Namco,Role Playing Game / Action RPG,0.8,,
Tank,ZXSPECTRUM,SNK,Ocean,Action,,,
Tank Wars,COLECOVISION,Telegames,Telegames,Shooter,,,
Tapper,COLECOVISION,Coleco,Coleco,Strategy,0.65,,
Tapper,FBNEO,Bally Midway,Bally Midway,Strategy,0.9,,
Tapper,ZXSPECTRUM,Bally Midway,SEGA,Sports / Table tennis,0.75,,
Target - Renegade,ZXSPECTRUM,Imagine,Erbe Software,Action,0.85,,
Tasmania Story,GB,Pony Canyon,FCI,Platform / Run Jump,0.5,,
Tatsujin,PCENGINE,Sting Entertainment,Taito,Shoot'em up / Vertical,0.6,,
Tau Ceti - Special Edition,ZXSPECTRUM,"Pete Cooke, Chris Newcombe",CRL Group,Simulation,1,,
Taz-Mania,MASTERSYSTEM,SEGA,SEGA,Platform,0.6,,
Taz-Mania,MEGADRIVE,SEGA,SEGA,Platform,0.7,,
Taz-Mania,SNES,Visual Concepts,Sunsoft,Action,0.75,,
Team Buddies (USA),PSX,Psygnosis,Midway,Strategy,0.8,,
Tech Deck Skateboarding,GBC,Handheld Games,Activision,Sports / Skateboard,0.7,,
Technical Bowling,SEGASTV,SEGA,SEGA,Sports / Bowling,0.4,,
Tecmo Bowl,FBNEO,Tecmo,Tecmo,Sports / Football,0.9,,
Tecmo Bowl,NES,Tecmo,Tecmo,"Sports, Sports / Football",0.6,,
Tecmo Super Bowl,NES,Tecmo,Tecmo,"Sports, Sports / Football",0.6,,
Tecmo World Cup '98,SEGASTV,Tecmo,Tecmo,Sports / Soccer,0.7,,
Tecmo World Soccer '96,NEOGEO,Tecmo,SNK,Sports / Soccer,0.7,,
Tecmo World Soccer '96,SEGASTV,Tecmo,SNK,Sports / Soccer,0.7,,
Tecmo World Wrestling,NES,Tecmo,Tecmo,"Sports, Sports / Wrestling",0.8,,
Teddy Boy,MASTERSYSTEM,SEGA,SEGA,Platform,0.6,,
Teddyboy Blues,FBNEO,SEGA,SEGA,Shooter,0.7,,
Teenage Mutant Hero Turtles,ZXSPECTRUM,Probe Software,Image Works,Platform,0.75,,
Teenage Mutant Ninja Turtles,FBNEO,Konami,Konami,Beat'em Up,0.8,,
Teenage Mutant Ninja Turtles,GBA,Konami,Konami,Beat'em Up,0.75,,
Teenage Mutant Ninja Turtles - Shredder's Re-Revenge (v1.0),MEGADRIVE,,,,0,,
Teenage Mutant Ninja Turtles : The Hyperstone Heist,MEGADRIVE,Konami,Konami,Beat'em Up,0.6,,
Teenage Mutant Ninja Turtles II : The Arcade Game,NES,Konami,Konami,Beat'em Up,0.8,,
Teenage Mutant Ninja Turtles IV : Turtles in Time,SNES,Konami,Konami,Beat'em Up,0.85,,
Teenage Mutant Ninja Turtles: Turtles in Time,FBNEO,Konami,Konami,Beat'em Up,0.9,,
Tekken (USA),PSX,Namco,Namco,Fight,0.6,,
Tekken 2 (USA),PSX,Namco,Namco,Fight,0.6,,
Tekken 3 (USA),PSX,Namco,Namco,Fight,0.8,,
Tekken 4,PS2,Namco,Sony Computer Entertainment,Fighting,0.8,,
Tekken 5,PS2,Namco,Namco,Fighting,0.85,,
Tekken 6,PSP,Bandai Namco,Bandai Namco,Fighting / 3D,0.8,,
Tekken Advance,GBA,Eighting,Infogrames,Fight,0.55,,
Teleroboxer,VIRTUALBOY,Nintendo,Nintendo,Sports / Boxing,0.7,,
Telly Turtle,COLECOVISION,Carousel Software,Coleco,Educational,,,
Tempest 2000,JAGUAR,Llamasoft,Atari,Shoot'em Up,0.8,,
Tempest X3 (USA),PSX,High Voltage,Interplay,"Shooter, Action, Shoot'em Up",0.8,,
Tempo,SEGA32X,SEGA,SEGA,Action,0.75,,
Tenchu : Stealth Assassins (USA),PSX,Acquire,Activision,"Action, Adventure, Action / Adventure",0.8,,
Tenchu 2 : Birth of the Stealth Assassins (USA),PSX,Acquire,Activision,Action,0.8,,
Tengai,FBNEO,Psikyo,Psikyo,Shoot'em up / Horizontal,0.6,,
Terminator 2 - Judgment Day,ZXSPECTRUM,LJN,Ocean,Action,,,
Terra Cresta,FBNEO,Nichibutsu,Nichibutsu,Shoot'em up / Vertical,0.7,,
Terra Cresta 2 - Mandoraa No Gyakushuu,PCENGINE,Nichibutsu,Nichibutsu,Shoot'em up / Vertical,0.75,,
Terra Force,FBNEO,Nihon Bussan,Nichibutsu,Shooter / Plane,0.7,,
Terramex,ZXSPECTRUM,Teque,Grandslam Entertainment Ltd.,Adventure,,,
Terranigma,SNES,Quintet,Enix,Action / Adventure,0.75,,
Terry Pratchett's Discworld (USA),PSX,Teeny Weeny Games,Psygnosis,Adventure,0.6,,
Tesserae,GB,Eurocom,GameTek,Puzzle-Game,0.6,,
Tetris,GB,Nintendo,Nintendo,"Puzzle-Game, Puzzle-Game / Fall",0.8,,
Tetris,NES,Nintendo,Nintendo,Puzzle-Game,0.8,,
Tetris,ZXSPECTRUM,Spectrum Holobyte,Mirrorsoft Ltd.,Puzzle-Game,0.7,,
Tetris & Dr. Mario,SNES,Nintendo,Nintendo,Puzzle-Game / Fall,0.75,,
Tetris Attack,SNES,Intelligent Systems,Nintendo,Puzzle-Game,0.8,,
Tetris Plus 2,FBNEO,Jaleco,Jaleco,Puzzle-Game / Fall,,,
Tetris The Absolute The Grand Master 2,FBNEO,Arika,Arika,Puzzle-Game / Fall,0.9,,
Thanatos,ZXSPECTRUM,,Durell Software,,,,
The	Amazing Spider-Man vs. The Kingpin,SEGACD,SEGA,SEGA,Action,,,
The Activision Decathlon,COLECOVISION,Activision,Activision,Sports / Multisports,0.75,,
The Addams Family,ZXSPECTRUM,Ocean,Erbe Software,Action,0.3,,
The Adventures of Batman & Robin,SNES,Konami,Konami,Action,0.8,,
The Amazing Spider-Man : Web of Fire,SEGA32X,BlueSky Software,SEGA,Platform / Fighter Scrolling,0.8,,
The Armageddon Man,ZXSPECTRUM,,Martech Games,Action,,,
The Bugs Bunny Crazy Castle 2,GB,Kemco,Kemco,Strategy,0.6,,
The Cliffhanger: Edward Randy,FBNEO,Data East,Data East,Fight / 2D,0.7,,
The Combatribes,FBNEO,Technos Japan,Tecmo,Fight / 2.5D,0.5,,
The Dam Busters,COLECOVISION,Coleco,Coleco,Shooter / 1st person,,,
The Death and Return of Superman,MEGADRIVE,Sunsoft,Blizzard Entertainment,Beat'em Up,0.7,,
The Death and Return of Superman,SNES,Sunsoft,Blizzard Entertainment,Action,0.65,,
The Dukes of Hazzard,COLECOVISION,"Coleco Industries, Inc.","Coleco Industries, Inc.","Race, Driving",,,
The Fairly OddParents! : Breakin' da Rules,GBA,Helixe,THQ,Platform / Shooter Scrolling,0.55,,
The Fallen Angels,FBNEO,Steel Hearts,Psikyo,Fight / Versus,0.7,,
The Firemen,SNES,Human,Human,Adventure,0.7,,
The Flintstones,ZXSPECTRUM,Teque,Grandslam Entertainment Ltd.,Action,,,
The Game Paradise - Master of Shooting!,FBNEO,Jaleco,Jaleco,Shoot'em up / Vertical,0.7,,
The Godfather : The Game,PS2,Electronic Arts,Electronic Arts,Adventure / RealTime 3D,0.85,,
The Great Escape,ZXSPECTRUM,Denton Designs,Ocean,Adventure,0.85,,
The Grinch,GBC,Konami,Konami,Puzzle-Game,0.65,,
The Guardian Legend,NES,Compile,Nintendo,Shoot'em up / Vertical,0.75,,
The Heist,COLECOVISION,"Livesay Computer Games, Inc.",Micro Fun,Action,0.8,,
The Hobbit,GBA,Saffire,Sierra,Adventure,0.8,,
The Hobbit,ZXSPECTRUM,Beam Software,Melbourne House,Sports / Running trails,0.75,,
The Immortal,NES,Sandcastle,Electronic Arts,Adventure,0.4,,
The Incredible Hulk,MEGADRIVE,U.S. Gold,Probe Software,Platform,0.65,,
The Incredible Hulk,SNES,U.S. Gold,Probe Software,Action,0.4,,
The Irem Skins Game,SNES,Irem,Irem,Sports / Golf,0.65,,
The Irritating Maze,NEOGEO,Saurus,SNK,Action / Labyrinth,0.7,,
The King of Dragons,FBNEO,Capcom,Capcom,Fight / 2.5D,0.6,,
The King of Fighters '94,FBNEO,SNK,SNK,"Fight / Versus, Fight",0.6,,
The King of Fighters '94,NEOGEO,SNK,SNK,Fight / Versus,0.75,,
The King of Fighters '95,FBNEO,SNK,SNK,Fight / Versus,0.75,,
The King of Fighters '95,NEOGEO,SNK,SNK,Fight / Versus,0.75,,
The King of Fighters '96,FBNEO,SNK,SNK,"Fight / Versus, Fight",0.8,,
The King of Fighters '96,NEOGEO,SNK,SNK,Fight / Versus,0.8,,
The King of Fighters '97,FBNEO,SNK,SNK,Fight / Versus,0.85,,
The King of Fighters '97,NEOGEO,SNK,SNK,Fight / Versus,0.85,,
The King of Fighters '98 - The Slugfest,FBNEO,SNK,SNK,Fight / Versus,0.9,,
The King of Fighters '98 - The Slugfest,NEOGEO,SNK,SNK,Fight / Versus,0.9,,
The King of Fighters '99 : Millennium Battle,FBNEO,SNK,SNK,Fight / Versus,0.9,,
The King of Fighters '99 : Millennium Battle,NEOGEO,SNK,SNK,Fight / Versus,0.9,,
The King of Fighters 2000,FBNEO,SNK,SNK,"Fight / Versus, Fight",0.8,,
The King of Fighters 2000,NEOGEO,SNK,SNK,Fight / Versus,0.8,,
The King of Fighters 2001,FBNEO,SNK,SNK,Fight / Versus,0.65,,
The King of Fighters 2001,NEOGEO,SNK,SNK,Fight / Versus,0.65,,
The King of Fighters 2002,FBNEO,SNK,SNK,Fight / Versus,0.8,,
The King of Fighters 2002,NEOGEO,SNK,SNK,Fight / Versus,0.8,,
The King of Fighters 2003,FBNEO,SNK,SNK,Fight / Versus,0.7,,
The King of Fighters 2003,NEOGEO,SNK,SNK,Fight / Versus,0.7,,
The King of Fighters EX : Neo Blood,GBA,Artoon,Sammy,Fight / 2D,0.85,,
The Last Blade,NEOGEO,SNK,SNK,Fight / Versus,0.7,,
The Last Blade 2,FBNEO,SNK,SNK,"Fight / Versus, Fight",0.8,,
The Last Blade 2,NEOGEO,SNK,SNK,Fight / Versus,0.85,,
The Last Blade 2 : Heart of the Samurai,DREAMCAST,SNK,SNK,Fight,0.6,,
The Legend of Dragoon (USA),PSX,Sony,Sony,Role Playing Games,0.6,,
The Legend of Silkroad,FBNEO,Unicorn Group,Unico,Fight / 2.5D,0.9,,
The Legend of the Mystical Ninja,SNES,Konami,Konami,Platform / Run Jump Scrolling,0.8,,
The Legend of Zelda,NES,Nintendo,Nintendo,Role Playing Games,0.8,,
The Legend of Zelda : A Link to the Past,SNES,Nintendo,Nintendo,Action / Adventure,0.95,,
The Legend of Zelda : A Link to the Past & Four Swords,GBA,Nintendo,Nintendo,"Adventure, Action, Role Playing Games",0.8,,
The Legend of Zelda : Four Swords Adventures,GAMECUBE,Nintendo,Nintendo,Role Playing Game,0.85,,
The Legend of Zelda : Link's Awakening,GB,Nintendo,Nintendo,Role Playing Games,0.8,,
The Legend of Zelda : Majora's Mask,N64,Nintendo,Nintendo,Role Playing Games,0.8,,
The Legend of Zelda : Ocarina of Time,N64,Nintendo,Nintendo,Role Playing Games,0.8,,
The Legend of Zelda : Ocarina of Time Master Quest,GAMECUBE,Nintendo,Nintendo,Role Playing Game,0.9,,
The Legend of Zelda : The Wind Waker,GAMECUBE,Nintendo,Nintendo,Role Playing Game,0.95,,
The Legend of Zelda : Twilight Princess,GAMECUBE,Nintendo EAD,Nintendo,Role Playing Game,0.95,,
The Legendary Axe,PCENGINE,Marvelous Interactive,NEC,Platform,0.6,,
The Legendary Axe II,PCENGINE,Atlus,NEC,"Platform, Action",0.8,,
The Light Corridor,ZXSPECTRUM,Infogrames,Infogrames,Strategy,0.75,,
The Lion King,MASTERSYSTEM,Syrox Developments,Virgin,Platform,0.75,,
The Lion King,MEGADRIVE,Westwood,Virgin Interactive,Platform,0.8,,
The Lion King,SNES,Westwood,Virgin,Action,0.75,,
The Lone Ranger,NES,Konami,Konami,Adventure,0.4,,
The Lost Vikings,SNES,Silicon & Synapse,Interplay,Platform,0.75,,
The Lost World: Jurassic Park,MODEL3,SEGA,SEGA,Shooter,0.7,,
The Lucky Dime Caper Starring Donald Duck,MASTERSYSTEM,SEGA,SEGA,Platform,0.6,,
The Magical Quest Starring Mickey Mouse,SNES,Capcom,Capcom,Action,0.8,,
The Mark of Kri,PS2,San Diego,Sony Computer Entertainment,Beat'em Up,0.75,,
The Muncher,ZXSPECTRUM,,Gremlin Graphics Software,,,,
The Muppets,GBC,Tarantula,Take 2 Interactive,Platform,0.5,,
The Mystery of the Nile,ZXSPECTRUM,Made in Spain,Zigurat,Strategy,,,
The Neverending Story,ZXSPECTRUM,Ocean,Ocean,Adventure,,,
The New Addams Family Series,GBC,7th Sense,Microïds,Adventure,0.7,,
The New Zealand Story,MASTERSYSTEM,Tecmagik,Tecmagik,Platform,0.6,,
The NewZealand Story,FBNEO,Taito,Taito,Platform / Run Jump Scrolling,0.9,,
The Ninja,MASTERSYSTEM,SEGA,SEGA,Shooter,0.6,,
The Ninja Kids,FBNEO,Taito,Taito,Fight / 2.5D,0.7,,
The Ocean Hunter,MODEL3,SEGA,SEGA,"Race, Driving / Race 1st Pers. view",0.75,,
The Outfoxies,FBNEO,Namco,Namco,Fight,0.9,,
The Pawn,ZXSPECTRUM,Magnetic Scrolls,Rainbird Software,Adventure,0.3,,
The Powerpuff Girls : Paint the Townsville Green,GBC,Sennari Interactive,Bam Entertainment,Beat'em Up,0.5,,
The Punisher,FBNEO,Capcom,Capcom,Beat'em Up,0.85,,
The Punisher,MEGADRIVE,Capcom,Capcom,"Action, Beat'em Up",0.6,,
The Quest for the Golden Eggcup,ZXSPECTRUM,,Network Adventure Games,,,,
The Quest for the Holy Grail,ZXSPECTRUM,,Mastertronic,Adventure,0.25,,
The Real Ghostbusters,FBNEO,Data East,Activision,Shooter / Run and Gun,0.6,,
The Revenge of Shinobi,MEGADRIVE,SEGA,SEGA,"Platform, Action, Platform / Fighter Scrolling",0.6,,
The Rocky Horror Show,ZXSPECTRUM,CRL Group,CRL Group,Adventure,,,
The Scorpion King : Sword of Osiris,GBA,Wayforward,Universal,Platform,0.6,,
The Sentinel,ZXSPECTRUM,Mike Follin,Firebird,Puzzle-Game,,,
The Simpsons,FBNEO,Konami,Konami,Fight / 2.5D,0.9,,
The Simpsons : Bart vs. the Space Mutants,NES,Imagineer,Acclaim,Platform,0.4,,
The Simpsons : Bart vs. the World,NES,Imagineer,Acclaim,Platform,0.45,,
The Simpsons : Hit & Run,GAMECUBE,Radical Entertainment,Universal,"Racing, Driving",0.85,,
The Simpsons : Road Rage,GBA,Altron,THQ,"Race, Driving",0.8,,
The Simpsons Itchy & Scratchy : Miniature Golf Mad,GB,Beam Software,Acclaim,Sports / Golf,0.55,,
The Simpsons: Road Rage,GAMECUBE,Radical Entertainment,Electronic Arts,"Racing, Driving",0.7,,
The Sims: Bustin' Out,GBA,Griptonite Games,EA Games,Simulation / Life,0.7,,
The Smurfs,GB,Infogrames,Infogrames,Platform,0.6,,
The Smurfs,MASTERSYSTEM,Bit Managers,Infogrames,Platform,0.8,,
The Snowman,ZXSPECTRUM,David Shea,Quicksilva,Platform,,,
The Super Spy,NEOGEO,SNK,SNK,Various,0.7,,
The Terminator,MASTERSYSTEM,Probe Software,Virgin,"Platform / Shooter Scrolling, Platform",0.4,,
The Three Stooges,GBA,Cinemaware,Metro 3D,Platform,0.65,,
The Trap Door,ZXSPECTRUM,,Piranha,Adventure,,,
The Ultimate 11: SNK Football Championship,NEOGEO,SNK,SNK,Sports / Soccer,0.7,,
The Ultimate DOOM,PRBOOM,id Software,GT Interactive,Shooter / 1st person,0.85,,
The Warriors,PS2,Rockstar Games,Take 2 Interactive,Beat'em Up,0.9,,
The Way of the Exploding Fist,ZXSPECTRUM,Beam Software,Melbourne House,Action,0.75,,
